userName,score,at,content,ai_complaint_category
sunny anand,1,2026-04-10 21:33:39,It's been second time my trailing Stop loss didn't get hit and my profit changes to loss . Who is responsible for this. I know market is very dynamic but why the hell then you are taking so much brokrage.,EXECUTION_SLIPPAGE
K C,1,2026-04-10 12:18:22,latest app is not getting installed. oneplus nord 5,GENERAL_INQUIRY
Nature Lover,1,2026-04-10 09:38:54,"I have 8 lakhs in my account but saying does not have enough (Rs.5170) amount😂 to place the trade even after trying refreshing, done re-login and no other trades were there which needs to settle still not placing even after trying multiple times, but when I place the trade which was going against me it went through easily but double the quantity which I can not understand 😮, something is goin behind broker side.",EXECUTION_SLIPPAGE
Deep Chowdhury,1,2026-04-10 08:28:35,poor app design..all options are not available in home page,GENERAL_INQUIRY
Christy Ash,1,2026-04-09 22:13:14,"Net settlement charge for sale, dpcharges, account maintenance charge",LEDGER_DISPUTE
Sunil S,1,2026-04-09 16:50:20,"Dear Zerodha, new interface layout optimization is good but you have removed most of the indicators from older versions. It would be great if you accommodate those missing indicators. I would be happy to change review and continue to use zerodha if you add those indicators to new layouts. Thank you.",GENERAL_INQUIRY
ashwin krishnan,1,2026-04-09 12:48:15,Worst customer service I had. For a ticket they have taken 23 days and yet to provide an ETA just replying for all the messages in ticket with same reply. Really frustrated.,GENERAL_INQUIRY
Manish Kumar,1,2026-04-09 07:15:52,ek dam bekar app hai koi installed mt karna jb tum is app ko installed.karte ho to sab se to login aur singing me problem hoga bar bar aapka details dena padega singing karne ke baad bhi aapko pura details dena padega open karoge to mobile number Dena padata hai aur hr bar OTP dalna padega 🤮🤮 last me app open karne pr open hi nahi ho raha bhai🤢 koi trading app nhi hai ye app srif tumhare details le lega aur is app ko gujrat tum use bhi nhi kr sakte 👻🤡🤡,LOGIN_AND_2FA_ISSUE
Ambarish Sethy,1,2026-04-09 00:51:38,"Bank option is not available,I can't change my primary bank account no.",LEDGER_DISPUTE
ALPESH THAKER,1,2026-04-08 14:33:31,share price showing low and when you sale it real price shown means original value of share is not display. so you get loss every time means garbad in app,CHARTING_UI_GLITCH
Asim Parvez,1,2026-04-08 10:57:32,this app is useless app I ever seen this app is buffering automatically stock will buy I have no idea what is wrong in this app pls don't install is app,CHARTING_UI_GLITCH
Hussain,1,2026-04-07 13:32:01,"The time frames on the chart cannot be changed. I have saved the default 5 min chart on my app. However, when I wish to switch the time frame, it allows me once and then I am not able to scroll down to other time frames.",CHARTING_UI_GLITCH
AJAYVIR SINGH,1,2026-04-06 15:02:02,"My complaint regarding price update is pending for a long, No one has worked seriously to resolve it.",SYSTEM_STABILITY
SUBHASHBHAI SHIHOR,1,2026-04-06 14:51:42,chart me timeframe 2 se 3 bar change karte hi chart hang ho raha hai.,CHARTING_UI_GLITCH
Suresh Prasad Mishra,1,2026-04-05 22:33:08,using Zerodha for almost 10 years finally today I closed my zerodha account and uninstalled it from my phone.....There is no Zero in Zerodha hope you understand🤣🤣🤣,GENERAL_INQUIRY
Phani Raj,1,2026-04-05 21:36:08,"User interface is very poor like a vintage version. Many other competitors are following and upgrading the high end user interface but zerodha follows the same interface for more than 10 years. I have an open account from 10 years back to see the same interface. Why zerodha don't have to upgrade the interface? User experience is very bad, I have an account with groww there interface is very friendly and each to do research even if a beginner.",GENERAL_INQUIRY
dwen_ ind,1,2026-04-05 10:35:04,bhai iss application ko koii bhi install naa kare baar baar 1 rupees account open krne pr dete padate he 12 ghante me 3 baar kr chuka hu isss application pr koii bhi trust naa kare,KYC_ONBOARDING_EFFICIENCY
Pappu kumar singh,1,2026-04-04 15:20:13,login to kite web hard option है कुछ बढ़िया स्कैनर का सिस्टम लगाओ 15 दिन से परेशान है ऐप कोड गलत बताता है ऐप कोड लग ही नहीं रहा है उसमें दो बार से ज्यादा करता हूं तो अकाउंट लॉक लिखता है जीरोधा का कस्टमर केयर में फोन लगाए थे बोले इसी तरीके से लॉगिन होगा,LOGIN_AND_2FA_ISSUE
Murali Mohan,1,2026-04-04 12:57:26,"worst experience, i couldn't select 15min. chart window. there are so many bugs.",CHARTING_UI_GLITCH
Sneha S,1,2026-04-04 11:39:36,Worst trading app that I have ever seen compare to this the all other trading app is best if you invest in any share you need to pay extra amt per share other then that they will charge extra amt weekly weekly don't invest in zerodha,LEDGER_DISPUTE
Sankhasubhra GOLE,1,2026-04-03 21:31:19,"very bad experience....this apps provides all data to big money ..so they track small investors....chart very slow , lacking, ...network issue more difficult ..so I closed my account...",GENERAL_INQUIRY
vikas chaudhary,1,2026-04-03 13:22:20,yesterday i have place an order in sensex option trade with stop loss...but stop loss is not triggered guys...pls dont use app they fraud....give my hard earn money back ..,EXECUTION_SLIPPAGE
arun kumar,1,2026-04-02 09:33:59,"poor account maintenance, credit amount so delay. not responding correctly for withdrawal amounts. multi time the same issues. And also didn't have regional language customer care service.",LEDGER_DISPUTE
Anshul Singh,1,2026-04-01 13:38:39,Zerodha Shares your Stop loss with institutions/ operaters.... do not trust,EXECUTION_SLIPPAGE
Adv Pradeep “BAHUBALI” Gupta,1,2026-04-01 11:36:03,very bad app very slow at the time but or sell nearly 10 second or more time taken,EXECUTION_SLIPPAGE
Ramesh Rajendran,1,2026-03-31 13:00:01,to many charges selling stocks don't use this app pls try groww app,GENERAL_INQUIRY
karan chaudhary,1,2026-03-30 13:44:57,Useless App. Charts not opening. In chart IQ we cant draw or change and in trading view charts always 1 week default setting opens.. everytime we have to change all setting. useless app. faltu,CHARTING_UI_GLITCH
Tukaram Taralkar,1,2026-03-30 12:46:23,very 3rd class currently update no watchlist stable continues moving when changes time frame then hide other time frame,CHARTING_UI_GLITCH
Pradip Pednekar,1,2026-03-30 11:39:20,zerodha increasing it's brokerage from rs 20 to rs 40 for all intraday future and options contracts if not maintained 50% cash. This is really poor tactics to earn money from retailers. everyone should change a broker now.Poor Practice Zerodha......,GENERAL_INQUIRY
Devesh Yadav,1,2026-03-30 11:01:53,is app par koi bharosa mat karna is me broker charge bahut jyada lagta hai,GENERAL_INQUIRY
Kuldeep Maurya,1,2026-03-30 09:54:43,koi bhi chij bechne jao to usmein tiffin lagta hai yahi kharabi hai,GENERAL_INQUIRY
Jay G,1,2026-03-29 10:55:14,"Please add more investment options, if not anything else then at least Digital Gold...",GENERAL_INQUIRY
jeny devassy,1,2026-03-29 07:32:18,This app has AMC which I was not aware of. And on that if there is low balance they charge penalties like banks are they even allowed to do so? Is #RBI approved and given permission for this???,LEDGER_DISPUTE
Rahul Manna,1,2026-03-29 00:48:30,"Very disappointing experience. Every time I add money, charges are deducted, and again when I buy or sell stocks, extra charges keep getting cut. It feels like money is constantly being reduced without proper clarity. The platform may look simple, but the hidden or frequent charges make it frustrating for small investors. Not satisfied with the service at all. Please improve transparency and reduce unnecessary deductions.",LEDGER_DISPUTE
Upendra Giri,1,2026-03-28 19:36:07,"Dear Zerodha Team, I would like to request the implementation of an auto-save feature for chart drawings in the Kite platform. Currently, drawings such as trendlines, support/resistance levels, and other annotations are not saved automatically. After a few minutes or upon reopening the chart, the drawings are often lost unless they are manually saved. This creates inconvenience and affects trading efficiency. I request you to kindly introduce an auto-save functionality so that all chart drawings",GENERAL_INQUIRY
Not Xyn,1,2026-03-28 18:53:45,"are yr itna simple mat bana do ki chart me SL,TP ka option hi hata do..",CHARTING_UI_GLITCH
Pranab maji,1,2026-03-28 10:56:53,"D- grade application (*The app doesn't work since the market has started."" )",SYSTEM_STABILITY
Vishal Goswami,1,2026-03-28 09:58:12,very third class app purchase regular market order but they considered my order as a amo order why,EXECUTION_SLIPPAGE
Bipin Kumawat,1,2026-03-27 10:45:22,One of the worst aspect of zerodha app is the heavy latency during live market hours. It lags so much that it becomes very difficult to enter a trade or exit an existing position on time. Better to go with Grow or Angel one.,SYSTEM_STABILITY
Prasanta Sarkar,1,2026-03-27 10:08:51,"I would like to give 5 stars to Zerodha Web because the platform is very smooth, well-designed, and easy to use for trading, it provides a great experience. However, I would give 1 star to Kite by Zerodha. The mobile app still lacks a one-screen options trading facility, which is very important for options traders. Managing option chains, charts, and orders on multiple screens makes trading slower and less convenient on mobile.",CHARTING_UI_GLITCH
Shewta Sayam,1,2026-03-26 05:20:09,"Very disappointing experience with Zerodha. The stop-loss feature often doesn’t work properly, which creates serious problems during trading. Because of this, I faced unnecessary losses. The platform is unreliable at critical moments, and there is very little support when issues happen. Not recommended for active traders.",EXECUTION_SLIPPAGE
Darade Mangesh,1,2026-03-25 00:59:22,"I’m unable to delete certain watchlists, especially those created for indices while exploring how the feature works. Managing watchlists should be simpler and more flexible. Over time, these watchlists have become cluttered and less useful, and there doesn’t seem to be a straightforward way to remove them.",CHARTING_UI_GLITCH
Tapas Bishi,1,2026-03-24 16:34:57,serive is not upto Mark.Employee of zerodha team are inefficient in their job knowledge,GENERAL_INQUIRY
Asheesh Pandey,1,2026-03-24 11:12:51,"worst app as well as if you talk to there team regarding problem. ""Aisa Hota hai"" not interested to solve the problem or gave solution just say ""yahi hai"" don't use this app go with other app. not this one.",GENERAL_INQUIRY
ROHAN CHAVAN,1,2026-03-24 11:04:56,"placing Stop Loss and Take Profit is difficult in intraday, struggling in this small things, zerodha should provide proper tutorial for their app interface, how to use properly so new people get easier to trade.",EXECUTION_SLIPPAGE
Nisar,1,2026-03-23 21:45:57,The tools and line coloum gets stuck most of the times so I can't able to use the tools,CHARTING_UI_GLITCH
Jayant Hurbada,1,2026-03-23 10:02:37,"Do not open demate account in zerodha kite/coin with current account, the payment process is pathetic & unit allocation done may be on 5th day. Go for Angel, ET money or Groww, these all app I using & have a great expirience compared to Zerodha coin / kite. Worst expirience.",EXECUTION_SLIPPAGE
SHUBHAM KUMAR,1,2026-03-22 10:02:03,"If you have a Zerodha account that you aren't actively using, please check your ledger immediately. I was surprised to find a negative balance of 2100Rs. in my account even though I haven't traded. and zerodha team forced me to pay that amount as if I have taken loan from them 😂 I paid all this then also I am getting message of negative balance be aware of all this better go for Groww or other demat account with nil charges",LEDGER_DISPUTE
shital pathar,1,2026-03-20 15:16:52,veri veri bad aap and support team is heavy jaddhal,GENERAL_INQUIRY
ANURAG RAJPUT,1,2026-03-20 13:46:42,first they provide MTF margin then sell without even asking even though money is enough in your account,LEDGER_DISPUTE
Shivakumar Y R,1,2026-03-19 20:12:59,Pathetic. lots of bugs in new updates... Charts can't be used in the new version,CHARTING_UI_GLITCH
T R,1,2026-03-19 17:15:34,हमनें साफ शब्दों में लिखा था कि अकाउंट ऑपेन करते समय F&O सेगमेंट एक्टिवेट पर Click हों गया🔔जिस कारण अब प्रोफ़ाइल तो दिखा रहा हैं लेकिन उसमें कोई एडिट का ऑप्शन नहीं हैं🔔दोबारा फोन नंबर डालकर Otp से log In करने की कोशिश करने पर सीधे बैंक स्टेटमेंट डॉक्यूमेंट Upload करने का page दिख रहा हैं🔔हमें बैंक स्टेटमेंट नहीं भेजना है🔔Normal ट्रेडिंग के लिए भी अकॉउंट आगे नहीं बढ़ रहा हैं🔔अकॉउंट बीच मे अटक गया हैं और Zerodha टीम शायद समझ नहीं पा रही हैं🔔कृपया Active या Deactivate कर दीजिए🔔,KYC_ONBOARDING_EFFICIENCY
R P,1,2026-03-19 01:55:26,"This is fraud app . 06.11.2023 the technical issue occur and not resolved for 3 hours. All order affected in this time . Two buy order automatically raise in same time so I got 1500 rs loss due to ony zerodha app. I am not suggest this app to download. please don't open account in zerodha. very fraud billing system when we execute 20 order ,it's billing system count 22 if one account 40 rs extra charged ,so think how much in total 1 cr account",EXECUTION_SLIPPAGE
Praveen Saraswat,1,2026-03-18 21:10:57,when I open chart it shown error and also in indicator error since 2 weeks why this shown to me. and chart setting automatically vanish after logout it is so frustrated and always shown error saving chart preferences please try again and error fetching your data try again,CHARTING_UI_GLITCH
Naveen Thota,1,2026-03-18 16:13:48,"useless, when i see limit option, trigger option, sl, SLM, iceberg option i get confuse alot. make it clear with one option. irritating 😡",GENERAL_INQUIRY
praveen emmadisetty,1,2026-03-18 15:30:03,"too much charges,all my profit gone in form of charges, don't use this worrest app",LEDGER_DISPUTE
Jayanta “jb” Baruah,1,2026-03-18 12:37:04,why this app crashed on a big gap up/down or on important Event day ? is this any kind of strategy to give benefits to your ultra HNI client?,SYSTEM_STABILITY
Abhay Gupta,1,2026-03-18 09:43:12,"Zerodha restricting me to take instant withdrawal, and continuously extending time from 9.00 am to 9.45am.",LEDGER_DISPUTE
Naveen Gupta,1,2026-03-17 20:47:51,The revised watchlist view is so bad that we cannot retain original standard view on mobile. it keeps scrolling unlimited times to either sides. many users dont need zerodha watchlist suggestion. Services of zerodha is deteriorating day by day.,CHARTING_UI_GLITCH
Radheshyam Bajaj,1,2026-03-17 18:37:28,you have added default words which very hard to remove and at the top of the page you deleted nifty and bank indices which is not good for day trade,SYSTEM_STABILITY
Sohan Lal Sharma,1,2026-03-17 16:07:37,"I have been using the zerodha kite Application for a long time but the zerodha service is going to be the worst, Chart not load speedy & application hangs during trading..",CHARTING_UI_GLITCH
sachin A.,1,2026-03-17 14:43:37,"error from the past few days; Connection error. Retry. However , internet connectivity has no issues.",SYSTEM_STABILITY
sagar challa,1,2026-03-16 14:26:50,"after updating new version, charts is not opening properly, worst update,",CHARTING_UI_GLITCH
Ajeem Ahmad,1,2026-03-16 09:39:46,letest virsion not properly working sum lag interface can't understand please update,CHARTING_UI_GLITCH
Ashok Kumar,1,2026-03-16 09:37:12,worst experience ever .l for the past 2yeard I will manage my trades in this app due to past 2months I analyze the chart but it does not save the chart .notify error occurs in the chart saving..it got frustrated me😤,CHARTING_UI_GLITCH
Sammed Khot,1,2026-03-16 09:31:09,"Market time price not show properly,, first update your app",CHARTING_UI_GLITCH
Naveen Chaudhary,1,2026-03-16 09:25:22,new day new glitch.... it always lagging when there is a scenario of big movement,SYSTEM_STABILITY
rajaram choudhary,1,2026-03-14 19:08:03,"older version was better. in new version order window is completely useless, while modifing after selecting market depth price, then market depth still remain open. after taping on qty in order window price column is moved away so have to press back then have to click on price again, it takes double time to modify order, why they cant put price qty side by side like old version but there are putting it up and down. seems like someone has to make changes good or bad to keep there high paying job.",CHARTING_UI_GLITCH
Mohammad Kadival,1,2026-03-14 13:54:07,Khali focat ka charges laga te reh te soch samj ke invest kare balki account hi open na kare me ra to bad reviews raha he,KYC_ONBOARDING_EFFICIENCY
rs tq,1,2026-03-13 09:52:29,Unnecessary quarterly maintenance charges which other platforms do not charge.,LEDGER_DISPUTE
jay patil,1,2026-03-12 20:26:46,"aftr that last update some glitches are there in the chart, charts are not looking same on trading view and kite",CHARTING_UI_GLITCH
sham,1,2026-03-12 14:59:25,"the tradingview chart settings slider freezes, can't access save button it just freezes, the time frame bar also freezes, everything stars working again upon closing the app from recents and re-opening. I hope this issue will be fixed soon. fyi I'm using tradingview 2.0 chart",CHARTING_UI_GLITCH
Sachan Ankushraj Patel,1,2026-03-11 23:07:16,Very Bad experience stuck after four-Five marking on chart . I am telling about marking tools not working properly stuck every 3-4 marking on chart and time frame selection also not moving after 4-5 times ammendment in my smartphone app. I face this problem last 3-4 months but nothing update about this problem after selling all stock delete account from this application,CHARTING_UI_GLITCH
Ashish Sahu,1,2026-03-11 10:12:55,"Every business must continuously improve by observing the USPs of its closest competitors. Despite multiple updates, Kite is still far behind Groww in many user-friendly features. If it cannot be better, it should at least offer equivalent features. I use Groww for a clear single view of my investments and Kite for trading. If my positions were not on Kite, I would have stopped using it.",GENERAL_INQUIRY
Kaza Kalyan,1,2026-03-10 20:42:25,"Why don't you show intra day positions pnl in widget??? If you implement something, do it in full been waiting for this since 6 years....",GENERAL_INQUIRY
Deepak Hoodda,1,2026-03-10 16:46:43,nowadays app getting freezing. and dute to this i have to suffer loss of 29k. somewhere it is very bad thing to us. sir why some of accounts immediately add margin(profit) in profit and some accounts not. why this kind of difference is there?,EXECUTION_SLIPPAGE
Pratik Mhatre,1,2026-03-10 13:35:17,"Guys, why changed the list view? the old was easy now the issue is that automatic grouping out of nowhere & the item sorting inside old list was easy now the new updated list sorting of each item manually seems broken. I'm not easily able to sort the stocks and options in the order i want. please fix this or bring the old version back. the newly added stock group watchlist feature is nice bt please fix the list items manual sorting & that default grouping behaviour for already existing watchlist",GENERAL_INQUIRY
Anishkumar Sharma,1,2026-03-10 07:22:43,a lot of glitch in new update... old version still was still good,SYSTEM_STABILITY
Er MukeshKumar Jangir,1,2026-03-09 22:49:11,"“Improve the color combination, like as mstock/dhan Right now it looks a bit dull, so it appears a little strange visually.” today new update change simple UI,if add this is last of watchlist ya any other place but i not happy, watchlist last UI best. The new feature in Zerodha is good, but it has made the UI very complicated. The share option or whatever has been added in the UI has made it confusing. Please remove the ‘New Group’ option because it makes the interface hard to understand. -5*",GENERAL_INQUIRY
raj agarwal,1,2026-03-09 11:06:35,before updation it is very easy to use but after updation it is very complicated. updation is very worst.,SYSTEM_STABILITY
Amar Jeet,1,2026-03-09 09:38:40,not working properly to l facing issues for watching chart................................................................................................................................................,CHARTING_UI_GLITCH
Pournima Digital,1,2026-03-09 08:57:59,zerodha ka login ka process itna backwas hai . ek baar mai 2 device mai open nahi hota.. dusare device pe open karna ho to code dalo.. bhai kis jamane mai ho.. security se jada irritate hota hai .is liye koi use nahi karta ...asan karne ke bajaye aaur tedha kar ke rakha hai interface,LOGIN_AND_2FA_ISSUE
RAMALINGAM S,1,2026-03-08 09:01:42,"no multiple mobile device login, now groww app can do it sebi rules only for zerodha",GENERAL_INQUIRY
manoj kumar,1,2026-03-07 23:10:17,if u sqare up positions but भाई गलती से अगर कोई order stop Loss में या Target में रह गया तो भाई साब वाट लग जाएगी,EXECUTION_SLIPPAGE
M.Abdul Nasar,1,2026-03-07 12:33:57,"Pathetic service, slow service, gets the same verification done several still remains incomplete. Dunno when they learn. We are losing time but they are asleep. Always asking do Rekyc, how many times, after several attempts still the segment is not activated. Sorry if my comments hurt you..",KYC_ONBOARDING_EFFICIENCY
Online Shop,1,2026-03-07 09:32:48,"If you custom create a 75-minute time frame, the chart does not appear clear in the live market, so I am saying that if you set the time to 75 minutes, it will be very beneficial.",CHARTING_UI_GLITCH
sagar patil,1,2026-03-07 09:27:44,Most brokers providing scalping mode on their platform... But Zerodha is still living in the past... I have been shifting my 10yera Old account to another broker... Bye Bye Zerodha..,GENERAL_INQUIRY
Deepak Kumar Mahto,1,2026-03-06 23:42:27,worst app kite there is too much glitch it is hyped app there is others very good apps available don't install it,GENERAL_INQUIRY
Sonulata Thakur,1,2026-03-06 14:19:50,WORST APP PAISE BHI KAT GAYE OR ACCOUNT BHI NAHI KHULA WORST WORST WORST,LEDGER_DISPUTE
mandeep yadav,1,2026-03-06 14:11:37,worst customer support specially Suman from HUF account opening team,GENERAL_INQUIRY
Hyena Myena,1,2026-03-06 09:10:24,Disgusting app... After activating kill switch.. It's doesn't active automatically.. It's should be active automatically at midnight 12:00 am..,SYSTEM_STABILITY
Nilesh Naik,1,2026-03-05 22:48:42,Error on SAVING charts unable to save preference charts. please guide,CHARTING_UI_GLITCH
Partha Kalita,1,2026-03-05 22:35:45,"I tried to login aftr frgt userid nd password, they keep dragging me to verify again n again to put new new capache, not giving one OTP so disgusting",LOGIN_AND_2FA_ISSUE
Raja Gopal,1,2026-03-05 19:34:06,"Stop loss not working many time, i complain not responding, always loss my money please d'not use zerodha, scam 😢😢😢",EXECUTION_SLIPPAGE
prem tarun,1,2026-03-05 17:21:17,"prior it's a good app, UI is user friendly, in this update it has bugs, it's not allowing me to login, always asking me login id and passwords, even i login correctly it won't allowing me, no logging in, always asking me multiple times without allowing me to login sending me OTP's multiple times, no use, annoying me, i don't know whether it's only for me or not , I hope developers can fix this bug",LOGIN_AND_2FA_ISSUE
Shrudika,1,2026-03-05 12:51:10,"When I place for withdrawal Zerodha will pay me very immediately after 2/3 days. Zerodha employee's are super VIP's. To do sattlement they needs flexible time on Saturday Sunday. The broker enjoying by our unsettled money. Where other brokers didn't. Simply, Zerodha is a tricky and manipulated broker, some sources says; that's true.",LEDGER_DISPUTE
Vishal,1,2026-03-05 09:51:40,your app has so many glitches that I made a huge loss just because your prices were not reflecting correctly. also Sl gets hit even the candle didnt come to SL price.,EXECUTION_SLIPPAGE
rajdhar pandey,1,2026-03-04 22:33:41,my watchlist get mixed since last update how I can fix this,CHARTING_UI_GLITCH
Anand panchange,1,2026-03-04 21:29:45,Q bhai Fyear may itne sare future hai tere may kab aayege,GENERAL_INQUIRY
Mahesh B,1,2026-03-04 13:14:07,Provide Stop loss for F and 0 at market price Worst for Stop loss,EXECUTION_SLIPPAGE
Vibhuti Narayan,1,2026-03-04 11:11:30,extremely poor support services look for other broker,GENERAL_INQUIRY
Dhyey Manchanda,1,2026-03-04 09:23:37,"you must not install this app it's soo greedy even for small things you have to pay, complicated app",GENERAL_INQUIRY
SAJU JOSEPH,1,2026-03-03 17:36:38,"Zerodha's kite has always been the talk of the town for its technical glitches. It is the worst app for intraday trade. Orders will remain in open stage for hours even when the price matches your order. The trading platform malfunctions, goes to frozen stage, customer support will speak irresponsiblly, while CEO post in X falsely claim that all issues were resolved, just an image saving exercise. Traders lose lot of money due to non updation of executed orders on time. motl oswl intraday= 0 brkg",EXECUTION_SLIPPAGE
Hariharan R,1,2026-03-02 17:40:28,worst experience with the process for no nominee claims . no proper and clear requirement was mentioned . Every time a ticket will be resolved with a generic statement or robotic reply. the process is prolonging for more than months. Causes deeply mental stress. we dont understand why it's dragging to claim our hard owned money to this ****,GENERAL_INQUIRY
Raghottam Kulkarni,1,2026-03-02 15:43:21,please push update to android 13 os devices.................................,GENERAL_INQUIRY
Lalit sir,1,2026-03-02 15:31:43,Useless app.. New features not giving that much support I loss today because of your useless features Previous version market sell available new version is worst I tride 7 time to com out loss but.. Your app is worst. I lost 8 lacks inF&O in last one year. I thought I have market understand problem but today I saw there is problem with app. if your team check my orders you can see I have Stoploss in every 30 second because the prizes are different at the time of order place. worst experience,EXECUTION_SLIPPAGE
Just for Use,1,2026-03-02 15:26:07,"It crashes every time on big movement days. Today I had a profit of more than 10,000, and suddenly the screen froze. After that, my P&L started showing in negative. This is the third time this has happened. One time I lost 15,000 and another time I lost 45,000. All the times it happened for the same reason – the system froze during high market movement and I was unable to exit my position. This is causing me huge losses. Please look into this issue seriously and resolve it immediately.",SYSTEM_STABILITY
Pawan Gupta,1,2026-03-02 15:15:56,Dont even deserve 1 star price lags alot i lost over 20 thousand in 1 week because prices are not moving and then suddenly drops,SYSTEM_STABILITY
MAD हिन्दू,1,2026-03-02 09:20:57,worst broker for the event like gap up or gap down .....don't install this app...otherwise u will not get chance to squares off your position on right price,EXECUTION_SLIPPAGE
girish patel,1,2026-03-01 23:43:00,"ab hang hona start ho gaya he, thik nahi hua to sochna padega",GENERAL_INQUIRY
Anshika Shukla,1,2026-03-01 01:23:05,"zerodha वाले खुद को मुकेश अंबानी से बड़ा प्यापरी समझते है,,,coin app sign hi नहीं करता,, Kite uske pitaji h zerodha total bogus company",GENERAL_INQUIRY
md shareef,1,2026-02-28 11:40:09,worst UI for option traders there is nothing u can see in mobile Don't use zerodha if u r trading in mobile,CHARTING_UI_GLITCH
Abhi Mal,1,2026-02-26 11:31:09,zeerodha me chart load nahi hota or kabh kabhi 5sec se 1month ka jo option ata ha bo sirf 5 minute tak hi dikh ta ha nahi scroll hota niche ki or,CHARTING_UI_GLITCH
Ajit,1,2026-02-26 09:24:36,Changed from 2 star to 1 star. Doesn't even deserve that! unable to sign up. after successfully submitting all details and Verification(KYC). still hasn't received any onboarding email or Login details for my account. what a waste of precious time!!!,KYC_ONBOARDING_EFFICIENCY
Aditya Verma,1,2026-02-26 07:03:47,"It doesn't have bracket order option available, one of the most important feature for trading.",CHARTING_UI_GLITCH
Rajesh Kumar,1,2026-02-25 23:16:47,"UNPROFESSIONAL TEAM , Multiple Technical Glitches, Refused to accept, I can share their mail reply & Screen shot & they have recording live discussion unable to close sensex intraday trade due to Application glitches & team ignored & justify with internet issues even unable to close position by customer service/ Technical team, Very poor Zerodha app & high charges 😭😭",EXECUTION_SLIPPAGE
David Singh,1,2026-02-25 22:45:49,why I can't see discover option in zerodha app in my tablet,GENERAL_INQUIRY
Vijayakanth V தமிழன்,1,2026-02-25 17:01:09,All future update on too late and upstox best All future available main oi and oi cheg,GENERAL_INQUIRY
Prashant Gupta,1,2026-02-25 13:31:46,brokerage charges is very high compare to another platform... maintenance charges is also very high... it's take Rs.30 when i buy options and Rs.30 when i sell it... worst app to use....,GENERAL_INQUIRY
Abhishek gupta,1,2026-02-25 10:12:50,bhut kharab aap hai. exit kro to farzi order lga deta hai Stop-loss lgne ke bad bhi exit nhi krta position. screen shot dena ka option nhi hai nhi to bhejte sbko. farzi hai paisa chor hai,EXECUTION_SLIPPAGE
ujjwal choudhari,1,2026-02-25 09:53:34,app is crashing again again on Android. I am really not happy with the way this app work. Poor IT team who is managing this app,SYSTEM_STABILITY
Bhavna Deepank AGRAWAL,1,2026-02-24 21:36:12,"mutual fund ke liye alag se account khulta hai, chalane me user friendly nahi hai aap,, bahut kuchh thik karne ki avshyakta hai",KYC_ONBOARDING_EFFICIENCY
Kapil D,1,2026-02-24 11:42:31,New update is really sucks... Slow and lagging everytime,GENERAL_INQUIRY
shiva raj,1,2026-02-24 09:12:21,very poor service brokerage charges very high support is very less,GENERAL_INQUIRY
gunta ananthalakshmi,1,2026-02-23 23:56:52,no use for shares MTF because it is not giving minimum time simply sell the shares,EXECUTION_SLIPPAGE
vilas sangle,1,2026-02-23 09:10:26,"if you want your money to be withdrawn with instant feature they have put hell lot of conditions on that. No open positions no cancelled order, no rejected orders. somebody can put conditions only when they don't want to return your money. Agar Paisa Dena e nai to feature rakha e q he😡",LEDGER_DISPUTE
Pankaj Jakhmola,1,2026-02-22 19:18:37,worst app on bank varification money deducted but not link woith bank account,LEDGER_DISPUTE
Shankar S,1,2026-02-22 08:10:56,"I am a user of Kite from last 5 to 6 years. But this is the first update I am getting lots of glitches while using chartIQ charts. Indicators like VWAP,MA lines varies irrespective of price everytime and price line in Y axis graph also showing wrong sometimes. Please rectify the problems ASAP.",CHARTING_UI_GLITCH
Akshay Rastogi,1,2026-02-21 15:03:24,"F&o me trading chart sahi nahi dikhata, strik prize se alag chart prize chalta hai very worst app",CHARTING_UI_GLITCH
Amit Nadar,1,2026-02-21 00:28:59,plz provide a popup based feature where I can buy and Sell my orders . when using or seeing charts,CHARTING_UI_GLITCH
RAJARSHI MAITY,1,2026-02-20 08:26:22,worst experience to much brokerage is being changed,GENERAL_INQUIRY
Raj kiran Singh,1,2026-02-19 15:11:24,I must say dhan and sahi is the right platforms for trading in zerodha you can easily trade in index but for stocks it's not a good platform I am also sifting to dhan after seeing many profits to converted into loss due to zerodha aap so I suggest to everyone move towards dhan aap.,EXECUTION_SLIPPAGE
Tirumala Rao Potnuru,1,2026-02-19 14:09:20,"from few days onwards app is not working well , closing automatically",SYSTEM_STABILITY
Abhilash Joshi,1,2026-02-19 09:35:11,worst update ever.. when you are switching to chart and back to the share page at that time the page block in the middle line half portion is only visible for both side by side pages.. totally ridiculous update,CHARTING_UI_GLITCH
Hitesh Kale,1,2026-02-19 09:30:34,"Worst app eve & organization as well, my investment going waste. When I am going to open the app, I given. password & ID. Then window shows for OTP but not coming within time period. Now I am stuck, repeat the procedure again & again.",LOGIN_AND_2FA_ISSUE
Dr Hemanta Barik,1,2026-02-18 18:35:50,"2020 में मेने 5 स्टार रेटिंग दिया था। लेकिन दिन ब दिन ये घटिया होते जा रहा है। तिजोरी, स्टीक्स जैसे को निकालो बाहर। कुछ काम का नहीं हे। Angel और upstox आपसे कहीं आगे निकल गए हे।",GENERAL_INQUIRY
Punit Patel,1,2026-02-18 09:45:03,please update your application it's not updated since last 2 months,GENERAL_INQUIRY
